BioguideID	Courtesy	Title	FirstName	Middle/Nick	LastName	Suffix	Room/Bldg	City	State	Zip+4	State/District	Party
L000554	Mr.	The Honorable	Frank	A.	LoBiondo		2427 Rayburn House Office Building	Washington	DC	20515-3002	NJ02	R
L000565	Mr.	The Honorable	David		Loebsack		1527 Longworth House Office Building	Washington	DC	20515-1502	IA02	D
L000397	Ms.	The Honorable	Zoe		Lofgren		1401 Longworth House Office Building	Washington	DC	20515-0519	CA19	D
L000576	Mr.	The Honorable	Billy		Long		2454 Rayburn House Office Building	Washington	DC	20515-2507	MO07	R
L000583	Mr.	The Honorable	Barry		Loudermilk		329 Cannon House Office Building	Washington	DC	20515-1011	GA11	R
L000584	Mrs.	The Honorable	Mia	B.	Love		217 Cannon House Office Building	Washington	DC	20515-4404	UT04	R
L000579	Mr.	The Honorable	Alan	S.	Lowenthal		125 Cannon House Office Building	Washington	DC	20515-0547	CA47	D
L000480	Mrs.	The Honorable	Nita	M.	Lowey		2365 Rayburn House Office Building	Washington	DC	20515-3217	NY17	D
L000491	Mr.	The Honorable	Frank	D.	Lucas		2405 Rayburn House Office Building	Washington	DC	20515-3603	OK03	R
L000569	Mr.	The Honorable	Blaine		Luetkemeyer		2230 Rayburn House Office Building	Washington	DC	20515-2503	MO03	R
L000570	Mr.	The Honorable	Ben	Ray	Luján		2231 Rayburn House Office Building	Washington	DC	20515-3103	NM03	D
L000580	Ms.	The Honorable	Michelle		Lujan Grisham		214 Cannon House Office Building	Washington	DC	20515-3101	NM01	D
L000562	Mr.	The Honorable	Stephen	F.	Lynch		2268 Rayburn House Office Building	Washington	DC	20515-2108	MA08	D
M001193	Mr.	The Honorable	Thomas		MacArthur		506 Cannon House Office Building	Washington	DC	20515-3003	NJ03	R
M000087	Mrs.	The Honorable	Carolyn	B.	Maloney		2308 Rayburn House Office Building	Washington	DC	20515-3212	NY12	D
M001185	Mr.	The Honorable	Sean	Patrick	Maloney		1027 Longworth House Office Building	Washington	DC	20515-3218	NY18	D
M001158	Mr.	The Honorable	Kenny		Marchant		2369 Rayburn House Office Building	Washington	DC	20515-4324	TX24	R
M001179	Mr.	The Honorable	Tom		Marino		2242 Rayburn House Office Building	Washington	DC	20515-3810	PA10	R
M001198	Mr.	The Honorable	Roger	W.	Marshall		312 Cannon House Office Building	Washington	DC	20515-1601	KS01	R
M001184	Mr.	The Honorable	Thomas		Massie		2453 Rayburn House Office Building	Washington	DC	20515-1704	KY04	R
M001199	Mr.	The Honorable	Brian	J.	Mast		2182 Rayburn House Office Building	Washington	DC	20515-0918	FL18	R
M001163	Ms.	The Honorable	Doris	O.	Matsui		2311 Rayburn House Office Building	Washington	DC	20515-0506	CA06	D
M001165	Mr.	The Honorable	Kevin		McCarthy		2421 Rayburn House Office Building	Washington	DC	20515-0523	CA23	R
M001157	Mr.	The Honorable	Michael	T.	McCaul		2001 Rayburn House Office Building	Washington	DC	20515-4310	TX10	R
M001177	Mr.	The Honorable	Tom		McClintock		2312 Rayburn House Office Building	Washington	DC	20515-0504	CA04	R
M001143	Ms.	The Honorable	Betty		McCollum		2256 Rayburn House Office Building	Washington	DC	20515-2304	MN04	D
M001200	Mr.	The Honorable	A.	Donald	McEachin		314 Cannon House Office Building	Washington	DC	20515-4604	VA04	D
M000312	Mr.	The Honorable	James	P.	McGovern		438 Cannon House Office Building	Washington	DC	20515-2102	MA02	D
M001156	Mr.	The Honorable	Patrick	T.	McHenry		2334 Rayburn House Office Building	Washington	DC	20515-3310	NC10	R
M001180	Mr.	The Honorable	David	B.	McKinley		2239 Rayburn House Office Building	Washington	DC	20515-4801	WV01	R
M001159	Mrs.	The Honorable	Cathy		McMorris Rodgers		1314 Longworth House Office Building	Washington	DC	20515-4705	WA05	R
M001166	Mr.	The Honorable	Jerry		McNerney		2265 Rayburn House Office Building	Washington	DC	20515-0509	CA09	D
M001197	Ms.	The Honorable	Martha		McSally		510 Cannon House Office Building	Washington	DC	20515-0302	AZ02	R
M001187	Mr.	The Honorable	Mark		Meadows		1024 Longworth House Office Building	Washington	DC	20515-3311	NC11	R
M001181	Mr.	The Honorable	Patrick		Meehan		2305 Rayburn House Office Building	Washington	DC	20515-3807	PA07	R
M001137	Mr.	The Honorable	Gregory	W.	Meeks		2234 Rayburn House Office Building	Washington	DC	20515-3205	NY05	D
M001188	Ms.	The Honorable	Grace		Meng		1317 Longworth House Office Building	Washington	DC	20515-3206	NY06	D
M001189	Mr.	The Honorable	Luke		Messer		1230 Longworth House Office Building	Washington	DC	20515-1406	IN06	R
M001201	Mr.	The Honorable	Paul		Mitchell		211 Cannon House Office Building	Washington	DC	20515-2210	MI10	R
M001194	Mr.	The Honorable	John	R.	Moolenaar		117 Cannon House Office Building	Washington	DC	20515-2204	MI04	R
M001195	Mr.	The Honorable	Alexander	X.	Mooney		1232 Longworth House Office Building	Washington	DC	20515-4802	WV02	R
M001160	Ms.	The Honorable	Gwen		Moore		2252 Rayburn House Office Building	Washington	DC	20515-4904	WI04	D
M001196	Mr.	The Honorable	Seth		Moulton		1408 Longworth House Office Building	Washington	DC	20515-2106	MA06	D
M001190	Mr.	The Honorable	Markwayne		Mullin		1113 Longworth House Office Building	Washington	DC	20515-3602	OK02	R
M001182	Mr.	The Honorable	Mick		Mulvaney		2350 Rayburn House Office Building	Washington	DC	20515-4005	SC05	R
M001202	Mrs.	The Honorable	Stephanie	N.	Murphy		1237 Longworth House Office Building	Washington	DC	20515-0907	FL07	D
M001151	Mr.	The Honorable	Tim		Murphy		2332 Rayburn House Office Building	Washington	DC	20515-3818	PA18	R
N000002	Mr.	The Honorable	Jerrold		Nadler		2109 Rayburn House Office Building	Washington	DC	20515-3210	NY10	D
N000179	Mrs.	The Honorable	Grace	F.	Napolitano		1610 Longworth House Office Building	Washington	DC	20515-0532	CA32	D
N000015	Mr.	The Honorable	Richard	E.	Neal		341 Cannon House Office Building	Washington	DC	20515-2101	MA01	D
N000189	Mr.	The Honorable	Dan		Newhouse		1318 Longworth House Office Building	Washington	DC	20515-4704	WA04	R
N000184	Mrs.	The Honorable	Kristi	L.	Noem		2457 Rayburn House Office Building	Washington	DC	20515-4100	SD00	R
N000127	Mr.	The Honorable	Richard	M.	Nolan		2366 Rayburn House Office Building	Washington	DC	20515-2308	MN08	D
N000188	Mr.	The Honorable	Donald		Norcross		1531 Longworth House Office Building	Washington	DC	20515-3001	NJ01	D
N000147	Ms.	The Honorable	Eleanor	Holmes	Norton		2136 Rayburn House Office Building	Washington	DC	20515-5101	DC00	D
N000181	Mr.	The Honorable	Devin		Nunes		1013 Longworth House Office Building	Washington	DC	20515-0522	CA22	R
O000171	Mr.	The Honorable	Tom		O'Halleran		126 Cannon House Office Building	Washington	DC	20515-0301	AZ01	D
O000168	Mr.	The Honorable	Pete		Olson		2133 Rayburn House Office Building	Washington	DC	20515-4322	TX22	R
O000170	Mr.	The Honorable	Beto		O'Rourke		1330 Longworth House Office Building	Washington	DC	20515-4316	TX16	D
P000601	Mr.	The Honorable	Steven	M.	Palazzo		2349 Rayburn House Office Building	Washington	DC	20515-2404	MS04	R
P000034	Mr.	The Honorable	Frank		Pallone	Jr.	237 Cannon House Office Building	Washington	DC	20515-3006	NJ06	D
P000609	Mr.	The Honorable	Gary	J.	Palmer		330 Cannon House Office Building	Washington	DC	20515-0106	AL06	R
P000613	Mr.	The Honorable	Jimmy		Panetta		228 Cannon House Office Building	Washington	DC	20515-0520	CA20	D
P000096	Mr.	The Honorable	Bill		Pascrell	Jr.	2370 Rayburn House Office Building	Washington	DC	20515-3009	NJ09	D
P000594	Mr.	The Honorable	Erik		Paulsen		127 Cannon House Office Building	Washington	DC	20515-2303	MN03	R
P000604	Mr.	The Honorable	Donald	M.	Payne	Jr.	132 Cannon House Office Building	Washington	DC	20515-3010	NJ10	D
P000588	Mr.	The Honorable	Stevan		Pearce		2432 Rayburn House Office Building	Washington	DC	20515-3102	NM02	R
P000197	Ms.	The Honorable	Nancy		Pelosi		233 Cannon House Office Building	Washington	DC	20515-0512	CA12	D
P000593	Mr.	The Honorable	Ed		Perlmutter		1410 Longworth House Office Building	Washington	DC	20515-0607	CO07	D
P000605	Mr.	The Honorable	Scott		Perry		1207 Longworth House Office Building	Washington	DC	20515-3804	PA04	R
P000608	Mr.	The Honorable	Scott	H.	Peters		1122 Longworth House Office Building	Washington	DC	20515-0552	CA52	D
P000258	Mr.	The Honorable	Collin	C.	Peterson		2204 Rayburn House Office Building	Washington	DC	20515-2307	MN07	D
P000597	Ms.	The Honorable	Chellie		Pingree		2162 Rayburn House Office Building	Washington	DC	20515-1901	ME01	D
P000606	Mr.	The Honorable	Robert		Pittenger		224 Cannon House Office Building	Washington	DC	20515-3309	NC09	R
P000610	Ms.	The Honorable	Stacey	E.	Plaskett		331 Cannon House Office Building	Washington	DC	20515-5500	VI00	D
P000607	Mr.	The Honorable	Mark		Pocan		1421 Longworth House Office Building	Washington	DC	20515-4902	WI02	D
P000592	Mr.	The Honorable	Ted		Poe		2132 Rayburn House Office Building	Washington	DC	20515-4302	TX02	R
P000611	Mr.	The Honorable	Bruce		Poliquin		1208 Longworth House Office Building	Washington	DC	20515-1902	ME02	R
P000598	Mr.	The Honorable	Jared		Polis		1727 Longworth House Office Building	Washington	DC	20515-0602	CO02	D
P000602	Mr.	The Honorable	Mike		Pompeo		2452 Rayburn House Office Building	Washington	DC	20515-1604	KS04	R
P000599	Mr.	The Honorable	Bill		Posey		2150 Rayburn House Office Building	Washington	DC	20515-0908	FL08	R
P000523	Mr.	The Honorable	David	E.	Price		2108 Rayburn House Office Building	Washington	DC	20515-3304	NC04	D
P000591	Mr.	The Honorable	Tom		Price		1211 Longworth House Office Building	Washington	DC	20515-1006	GA06	R
Q000023	Mr.	The Honorable	Mike		Quigley		2458 Rayburn House Office Building	Washington	DC	20515-1305	IL05	D
R000600	Mrs.	The Honorable	Aumua Amata	Coleman	Radewagen		1339 Longworth House Office Building	Washington	DC	20515-5200	AS00	R
R000606	Mr.	The Honorable	Jamie		Raskin		431 Cannon House Office Building	Washington	DC	20515-2008	MD08	D
R000601	Mr.	The Honorable	John		Ratcliffe		325 Cannon House Office Building	Washington	DC	20515-4304	TX04	R
R000585	Mr.	The Honorable	Tom		Reed		2437 Rayburn House Office Building	Washington	DC	20515-3223	NY23	R
R000578	Mr.	The Honorable	David	G.	Reichert		1127 Longworth House Office Building	Washington	DC	20515-4708	WA08	R
R000586	Mr.	The Honorable	James	B.	Renacci		328 Cannon House Office Building	Washington	DC	20515-3516	OH16	R
R000602	Miss	The Honorable	Kathleen	M.	Rice		1508 Longworth House Office Building	Washington	DC	20515-3204	NY04	D
R000597	Mr.	The Honorable	Tom		Rice		223 Cannon House Office Building	Washington	DC	20515-4007	SC07	R
R000588	Mr.	The Honorable	Cedric	L.	Richmond		420 Cannon House Office Building	Washington	DC	20515-1802	LA02	D
R000591	Mrs.	The Honorable	Martha		Roby		442 Cannon House Office Building	Washington	DC	20515-0102	AL02	R
R000582	Mr.	The Honorable	David	P.	Roe		336 Cannon House Office Building	Washington	DC	20515-4201	TN01	R
R000395	Mr.	The Honorable	Harold		Rogers		2406 Rayburn House Office Building	Washington	DC	20515-1705	KY05	R
R000575	Mr.	The Honorable	Mike		Rogers		2184 Rayburn House Office Building	Washington	DC	20515-0103	AL03	R
R000409	Mr.	The Honorable	Dana		Rohrabacher		2300 Rayburn House Office Building	Washington	DC	20515-0548	CA48	R
R000592	Mr.	The Honorable	Todd		Rokita		2439 Rayburn House Office Building	Washington	DC	20515-1404	IN04	R
R000607	Mr.	The Honorable	Francis		Rooney		120 Cannon House Office Building	Washington	DC	20515-0919	FL19	R
R000583	Mr.	The Honorable	Thomas	J.	Rooney		2160 Rayburn House Office Building	Washington	DC	20515-0917	FL17	R
R000608	Ms.	The Honorable	Jacky		Rosen		413 Cannon House Office Building	Washington	DC	20515-2803	NV03	D
R000580	Mr.	The Honorable	Peter	J.	Roskam		2246 Rayburn House Office Building	Washington	DC	20515-1306	IL06	R
R000435	Ms.	The Honorable	Ileana		Ros-Lehtinen		2206 Rayburn House Office Building	Washington	DC	20515-0927	FL27	R
R000593	Mr.	The Honorable	Dennis	A.	Ross		436 Cannon House Office Building	Washington	DC	20515-0915	FL15	R
R000598	Mr.	The Honorable	Keith	J.	Rothfus		1205 Longworth House Office Building	Washington	DC	20515-3812	PA12	R
R000603	Mr.	The Honorable	David		Rouzer		424 Cannon House Office Building	Washington	DC	20515-3307	NC07	R
R000486	Ms.	The Honorable	Lucille		Roybal-Allard		2083 Rayburn House Office Building	Washington	DC	20515-0540	CA40	D
R000487	Mr.	The Honorable	Edward	R.	Royce		2310 Rayburn House Office Building	Washington	DC	20515-0539	CA39	R
R000599	Mr.	The Honorable	Raul		Ruiz		1319 Longworth House Office Building	Washington	DC	20515-0536	CA36	D
R000576	Mr.	The Honorable	C.	A. Dutch	Ruppersberger		2416 Rayburn House Office Building	Washington	DC	20515-2002	MD02	D
R000515	Mr.	The Honorable	Bobby	L.	Rush		2188 Rayburn House Office Building	Washington	DC	20515-1301	IL01	D
R000604	Mr.	The Honorable	Steve		Russell		128 Cannon House Office Building	Washington	DC	20515-3605	OK05	R
R000609	Mr.	The Honorable	John	H.	Rutherford		230 Cannon House Office Building	Washington	DC	20515-0904	FL04	R
R000570	Mr.	The Honorable	Paul	D.	Ryan		1233 Longworth House Office Building	Washington	DC	20515-4901	WI01	R
R000577	Mr.	The Honorable	Tim		Ryan		1126 Longworth House Office Building	Washington	DC	20515-3513	OH13	D
S001177	Mr.	The Honorable	Gregorio	Kilili Camacho	Sablan		2411 Rayburn House Office Building	Washington	DC	20515-5201	MP00	D
S001156	Ms.	The Honorable	Linda	T.	Sánchez		2329 Rayburn House Office Building	Washington	DC	20515-0538	CA38	D
S000051	Mr.	The Honorable	Mark		Sanford		2211 Rayburn House Office Building	Washington	DC	20515-4001	SC01	R
S001168	Mr.	The Honorable	John	P.	Sarbanes		2444 Rayburn House Office Building	Washington	DC	20515-2003	MD03	D
S001176	Mr.	The Honorable	Steve		Scalise		2338 Rayburn House Office Building	Washington	DC	20515-1801	LA01	R
S001145	Ms.	The Honorable	Janice	D.	Schakowsky		2367 Rayburn House Office Building	Washington	DC	20515-1309	IL09	D
S001150	Mr.	The Honorable	Adam	B.	Schiff		2372 Rayburn House Office Building	Washington	DC	20515-0528	CA28	D
S001190	Mr.	The Honorable	Bradley	Scott	Schneider		1432 Longworth House Office Building	Washington	DC	20515-1310	IL10	D
S001180	Mr.	The Honorable	Kurt		Schrader		2431 Rayburn House Office Building	Washington	DC	20515-3705	OR05	D
S001183	Mr.	The Honorable	David		Schweikert		2059 Rayburn House Office Building	Washington	DC	20515-0306	AZ06	R
S001189	Mr.	The Honorable	Austin		Scott		2417 Rayburn House Office Building	Washington	DC	20515-1008	GA08	R
S001157	Mr.	The Honorable	David		Scott		225 Cannon House Office Building	Washington	DC	20515-1013	GA13	D
S000185	Mr.	The Honorable	Robert	"C. ""Bobby"""	Scott		1201 Longworth House Office Building	Washington	DC	20515-4603	VA03	D
S000244	Mr.	The Honorable	F.	James	Sensenbrenner	Jr.	2449 Rayburn House Office Building	Washington	DC	20515-4905	WI05	R
S000248	Mr.	The Honorable	José	E.	Serrano		2354 Rayburn House Office Building	Washington	DC	20515-3215	NY15	D
S000250	Mr.	The Honorable	Pete		Sessions		2233 Rayburn House Office Building	Washington	DC	20515-4332	TX32	R
S001185	Ms.	The Honorable	Terri	A.	Sewell		2201 Rayburn House Office Building	Washington	DC	20515-0107	AL07	D
S001170	Ms.	The Honorable	Carol		Shea-Porter		1530 Longworth House Office Building	Washington	DC	20515-2901	NH01	D
S000344	Mr.	The Honorable	Brad		Sherman		2181 Rayburn House Office Building	Washington	DC	20515-0530	CA30	D
S000364	Mr.	The Honorable	John		Shimkus		2217 Rayburn House Office Building	Washington	DC	20515-1315	IL15	R
S001154	Mr.	The Honorable	Bill		Shuster		2079 Rayburn House Office Building	Washington	DC	20515-3809	PA09	R
S001148	Mr.	The Honorable	Michael	K.	Simpson		2084 Rayburn House Office Building	Washington	DC	20515-1202	ID02	R
S001191	Ms.	The Honorable	Kyrsten		Sinema		1725 Longworth House Office Building	Washington	DC	20515-0309	AZ09	D
S001165	Mr.	The Honorable	Albio		Sires		2342 Rayburn House Office Building	Washington	DC	20515-3008	NJ08	D
S000480	Ms.	The Honorable	Louise	McIntosh	Slaughter		2469 Rayburn House Office Building	Washington	DC	20515-3225	NY25	D
S000510	Mr.	The Honorable	Adam		Smith		2264 Rayburn House Office Building	Washington	DC	20515-4709	WA09	D
S001172	Mr.	The Honorable	Adrian		Smith		320 Cannon House Office Building	Washington	DC	20515-2703	NE03	R
S000522	Mr.	The Honorable	Christopher	H.	Smith		2373 Rayburn House Office Building	Washington	DC	20515-3004	NJ04	R
S001195	Mr.	The Honorable	Jason		Smith		1118 Longworth House Office Building	Washington	DC	20515-2508	MO08	R
S000583	Mr.	The Honorable	Lamar		Smith		2409 Rayburn House Office Building	Washington	DC	20515-4321	TX21	R
S001199	Mr.	The Honorable	Lloyd		Smucker		516 Cannon House Office Building	Washington	DC	20515-3816	PA16	R
S001200	Mr.	The Honorable	Darren		Soto		1429 Longworth House Office Building	Washington	DC	20515-0909	FL09	D
S001175	Ms.	The Honorable	Jackie		Speier		2465 Rayburn House Office Building	Washington	DC	20515-0514	CA14	D
S001196	Ms.	The Honorable	Elise	M.	Stefanik		318 Cannon House Office Building	Washington	DC	20515-3221	NY21	R
S001192	Mr.	The Honorable	Chris		Stewart		323 Cannon House Office Building	Washington	DC	20515-4402	UT02	R
S001187	Mr.	The Honorable	Steve		Stivers		1022 Longworth House Office Building	Washington	DC	20515-3515	OH15	R
S001201	Mr.	The Honorable	Thomas	R.	Suozzi		226 Cannon House Office Building	Washington	DC	20515-3203	NY03	D
S001193	Mr.	The Honorable	Eric		Swalwell		129 Cannon House Office Building	Washington	DC	20515-0515	CA15	D
T000472	Mr.	The Honorable	Mark		Takano		1507 Longworth House Office Building	Washington	DC	20515-0541	CA41	D
T000477	Mr.	The Honorable	Scott		Taylor		412 Cannon House Office Building	Washington	DC	20515-4602	VA02	R
T000478	Ms.	The Honorable	Claudia		Tenney		512 Cannon House Office Building	Washington	DC	20515-3222	NY22	R
T000193	Mr.	The Honorable	Bennie	G.	Thompson		2466 Rayburn House Office Building	Washington	DC	20515-2402	MS02	D
T000467	Mr.	The Honorable	Glenn		Thompson		124 Cannon House Office Building	Washington	DC	20515-3805	PA05	R
T000460	Mr.	The Honorable	Mike		Thompson		231 Cannon House Office Building	Washington	DC	20515-0505	CA05	D
T000238	Mr.	The Honorable	Mac		Thornberry		2208 Rayburn House Office Building	Washington	DC	20515-4313	TX13	R
T000462	Mr.	The Honorable	Patrick	J.	Tiberi		1203 Longworth House Office Building	Washington	DC	20515-3512	OH12	R
T000470	Mr.	The Honorable	Scott	R.	Tipton		218 Cannon House Office Building	Washington	DC	20515-0603	CO03	R
T000468	Ms.	The Honorable	Dina		Titus		2464 Rayburn House Office Building	Washington	DC	20515-2801	NV01	D
T000469	Mr.	The Honorable	Paul		Tonko		2463 Rayburn House Office Building	Washington	DC	20515-3220	NY20	D
T000474	Mrs.	The Honorable	Norma	J.	Torres		1713 Longworth House Office Building	Washington	DC	20515-0535	CA35	D
T000475	Mr.	The Honorable	David	A.	Trott		1722 Longworth House Office Building	Washington	DC	20515-2211	MI11	R
T000465	Ms.	The Honorable	Niki		Tsongas		1714 Longworth House Office Building	Washington	DC	20515-2103	MA03	D
T000463	Mr.	The Honorable	Michael	R.	Turner		2368 Rayburn House Office Building	Washington	DC	20515-3510	OH10	R
U000031	Mr.	The Honorable	Fred		Upton		2183 Rayburn House Office Building	Washington	DC	20515-2206	MI06	R
V000129	Mr.	The Honorable	David	G.	Valadao		1728 Longworth House Office Building	Washington	DC	20515-0521	CA21	R
V000130	Mr.	The Honorable	Juan		Vargas		1605 Longworth House Office Building	Washington	DC	20515-0551	CA51	D
V000131	Mr.	The Honorable	Marc	A.	Veasey		1519 Longworth House Office Building	Washington	DC	20515-4333	TX33	D
V000132	Mr.	The Honorable	Filemon		Vela		437 Cannon House Office Building	Washington	DC	20515-4334	TX34	D
V000081	Ms.	The Honorable	Nydia	M.	Velázquez		2302 Rayburn House Office Building	Washington	DC	20515-3207	NY07	D
V000108	Mr.	The Honorable	Peter	J.	Visclosky		2328 Rayburn House Office Building	Washington	DC	20515-1401	IN01	D
W000812	Mrs.	The Honorable	Ann		Wagner		435 Cannon House Office Building	Washington	DC	20515-2502	MO02	R
W000798	Mr.	The Honorable	Tim		Walberg		2436 Rayburn House Office Building	Washington	DC	20515-2207	MI07	R
W000791	Mr.	The Honorable	Greg		Walden		2185 Rayburn House Office Building	Washington	DC	20515-3702	OR02	R
W000819	Mr.	The Honorable	Mark		Walker		1305 Longworth House Office Building	Washington	DC	20515-3306	NC06	R
W000813	Mrs.	The Honorable	Jackie		Walorski		419 Cannon House Office Building	Washington	DC	20515-1402	IN02	R
W000820	Mrs.	The Honorable	Mimi		Walters		215 Cannon House Office Building	Washington	DC	20515-0545	CA45	R
W000799	Mr.	The Honorable	Timothy	J.	Walz		2313 Rayburn House Office Building	Washington	DC	20515-2301	MN01	D
W000797	Ms.	The Honorable	Debbie		Wasserman Schultz		1114 Longworth House Office Building	Washington	DC	20515-0923	FL23	D
W000187	Ms.	The Honorable	Maxine		Waters		2221 Rayburn House Office Building	Washington	DC	20515-0543	CA43	D
W000822	Mrs.	The Honorable	Bonnie		Watson Coleman		1535 Longworth House Office Building	Washington	DC	20515-3012	NJ12	D
W000814	Mr.	The Honorable	Randy	K.	Weber	Sr.	1708 Longworth House Office Building	Washington	DC	20515-4314	TX14	R
W000806	Mr.	The Honorable	Daniel		Webster		1210 Longworth House Office Building	Washington	DC	20515-0911	FL11	R
W000800	Mr.	The Honorable	Peter		Welch		2303 Rayburn House Office Building	Washington	DC	20515-4500	VT00	D
W000815	Mr.	The Honorable	Brad	R.	Wenstrup		2419 Longworth House Office Building	Washington	DC	20515-3502	OH02	R
W000821	Mr.	The Honorable	Bruce		Westerman		130 Cannon House Office Building	Washington	DC	20515-0404	AR04	R
W000816	Mr.	The Honorable	Roger		Williams		1323 Longworth House Office Building	Washington	DC	20515-4325	TX25	R
W000808	Ms.	The Honorable	Frederica	S.	Wilson		2445 Rayburn House Office Building	Washington	DC	20515-0924	FL24	D
W000795	Mr.	The Honorable	Joe		Wilson		1436 Longworth House Office Building	Washington	DC	20515-4002	SC02	R
W000804	Mr.	The Honorable	Robert	J.	Wittman		2055 Rayburn House Office Building	Washington	DC	20515-4601	VA01	R
W000809	Mr.	The Honorable	Steve		Womack		2412 Rayburn House Office Building	Washington	DC	20515-0403	AR03	R
W000810	Mr.	The Honorable	Rob		Woodall		1724 Longworth House Office Building	Washington	DC	20515-1007	GA07	R
Y000062	Mr.	The Honorable	John	A.	Yarmuth		131 Cannon House Office Building	Washington	DC	20515-1703	KY03	D
Y000063	Mr.	The Honorable	Kevin		Yoder		2433 Rayburn House Office Building	Washington	DC	20515-1603	KS03	R
Y000065	Mr.	The Honorable	Ted	S.	Yoho		511 Cannon House Office Building	Washington	DC	20515-0903	FL03	R
Y000066	Mr.	The Honorable	David		Young		240 Cannon House Office Building	Washington	DC	20515-1503	IA03	R
Y000033	Mr.	The Honorable	Don		Young		2314 Rayburn House Office Building	Washington	DC	20515-0200	AK00	R
Z000017	Mr.	The Honorable	Lee	M.	Zeldin		1517 Longworth House Office Building	Washington	DC	20515-3201	NY01	R
Z000018	Mr.	The Honorable	Ryan	K.	Zinke		1419 Longworth House Office Building	Washington	DC	20515-2600	MT00	R
